date,adjclose
2025-11-05,672.0125
2025-11-06,664.8022
2025-11-07,665.4567
2025-11-10,675.8408
2025-11-11,677.3879
2025-11-12,677.7648
2025-11-13,666.5179
2025-11-14,666.4089
2025-11-17,660.2003
2025-11-18,654.6563
2025-11-19,657.1854
2025-11-20,647.1683
2025-11-21,653.6149
2025-11-24,663.2351
2025-11-25,669.4734
2025-11-26,674.0952
2025-11-28,677.7747
2025-12-01,674.6804
2025-12-02,675.9301
2025-12-03,678.2706
2025-12-04,678.7665
2025-12-05,680.0558
2025-12-08,678.0128
2025-12-09,677.4275
2025-12-10,681.9204
2025-12-11,683.5072
2025-12-12,676.1581
2025-12-15,675.1365
2025-12-16,673.2919
2025-12-17,665.8832
2025-12-18,670.9115
2025-12-19,676.9923
2025-12-22,681.2099
2025-12-23,684.3233
2025-12-24,686.7305
2025-12-26,686.6609
2025-12-29,684.2139
2025-12-30,683.3784
2025-12-31,678.3152
2026-01-02,679.5586
2026-01-05,684.0845
2026-01-06,688.153
2026-01-07,685.9348
2026-01-08,685.8651
2026-01-09,690.401
2026-01-12,691.4852
2026-01-13,690.1026
2026-01-14,686.7106
2026-01-15,688.5807
2026-01-16,688.0037
2026-01-20,673.9982
2026-01-21,681.7769
2026-01-22,685.338
2026-01-23,685.5865
2026-01-26,689.0681
2026-01-27,691.8135
2026-01-28,691.7438
2026-01-29,690.3712
2026-01-30,688.3121
2026-02-02,691.7339
2026-02-03,685.885
2026-02-04,682.5627
2026-02-05,674.038
2026-02-06,686.9692
2026-02-09,690.2817
2026-02-10,688.4613
2026-02-11,688.3022
2026-02-12,677.6687
2026-02-13,678.1461
2026-02-17,679.2403
2026-02-18,682.6621
2026-02-19,680.8616
2026-02-20,685.7856
2026-02-23,678.7828
2026-02-24,683.7165
2026-02-25,689.4859
2026-02-26,685.6562
2026-02-27,682.3637
2026-03-02,682.7517
2026-03-03,676.7337
2026-03-04,681.5082
2026-03-05,677.7085
2026-03-06,668.8257
2026-03-09,674.6846
2026-03-10,673.6003
2026-03-11,672.7548
2026-03-12,662.5391
2026-03-13,658.789
2026-03-16,665.4934
2026-03-17,667.244
2026-03-18,657.9335
2026-03-19,656.3122
2026-03-20,646.9034
2026-03-23,653.6959
2026-03-24,651.5016
2026-03-25,655.1322
2026-03-26,643.4324
2026-03-27,632.4606
2026-03-30,630.3461
2026-03-31,648.6689
2026-04-01,653.5563
2026-04-02,654.1448
2026-04-06,657.2368
2026-04-07,657.526
2026-04-08,674.2729
2026-04-09,678.1628
2026-04-10,677.7141
2026-04-13,684.337
2026-04-14,692.6755
2026-04-15,698.1414
2026-04-16,699.857
2026-04-17,708.3152
2026-04-20,706.8988
2026-04-21,702.2708
2026-04-22,709.3825
2026-04-23,706.6296
2026-04-24,712.1055
2026-04-27,713.3323
2026-04-28,709.8612
2026-04-29,709.7515
2026-04-30,716.8133
2026-05-01,718.7982
2026-05-04,716.165
2026-05-05,721.9102
2026-05-06,731.9443
2026-05-07,729.7001
2026-05-08,735.7246
2026-05-11,737.4003
2026-05-12,736.2831
2026-05-13,740.4025
2026-05-14,746.2475
2026-05-15,737.2706
2026-05-18,736.752
2026-05-19,731.8446
2026-05-20,739.3453
2026-05-21,740.8115
2026-05-22,743.724
2026-05-26,748.6613
2026-05-27,748.5316
2026-05-28,752.6609
2026-05-29,754.5361
2026-06-01,756.5908
2026-06-02,757.6182
2026-06-03,752.3019
2026-06-04,755.1446
2026-06-05,735.6548
2026-06-08,737.3204
2026-06-09,735.1561
2026-06-10,723.5659
2026-06-11,735.8643
2026-06-12,739.844
2026-06-15,752.8904
2026-06-16,748.402
2026-06-17,739.056
2026-06-18,746.74
2026-06-22,744.39
2026-06-23,733.58
2026-06-24,733.24
2026-06-25,734.3
2026-06-26,728.99
2026-06-29,741.0
2026-06-30,746.77
2026-07-01,745.76
